T22,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
710,South Africa,2010,Balance imports/exports (millions of US dollars),G,,-469,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2015,Balance imports/exports (millions of US dollars),G,,"-5,246",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2019,Balance imports/exports (millions of US dollars),G,,"1,358",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2020,Balance imports/exports (millions of US dollars),G,,"16,284",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2021,Balance imports/exports (millions of US dollars),G,,"28,462",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
728,South Sudan,2015,Imports CIF (millions of US dollars),G,,635,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
728,South Sudan,2019,Imports CIF (millions of US dollars),G,,825,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
728,South Sudan,2020,Imports CIF (millions of US dollars),G,,"1,019",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
728,South Sudan,2021,Imports CIF (millions of US dollars),G,,"1,082",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
728,South Sudan,2015,Exports FOB (millions of US dollars),G,,"3,103",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
728,South Sudan,2019,Exports FOB (millions of US dollars),G,,"1,613",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
728,South Sudan,2020,Exports FOB (millions of US dollars),G,,783,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
728,South Sudan,2021,Exports FOB (millions of US dollars),G,,490,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
728,South Sudan,2015,Balance imports/exports (millions of US dollars),G,,"2,468",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
728,South Sudan,2019,Balance imports/exports (millions of US dollars),G,,788,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
728,South Sudan,2020,Balance imports/exports (millions of US dollars),G,,-236,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
728,South Sudan,2021,Balance imports/exports (millions of US dollars),G,,-593,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,1995,Imports CIF (millions of US dollars),S,,"113,399",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2005,Imports CIF (millions of US dollars),S,,"289,611",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2010,Imports CIF (millions of US dollars),S,,"315,547",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2015,Imports CIF (millions of US dollars),S,,"304,708",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2019,Imports CIF (millions of US dollars),S,,"375,485",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2020,Imports CIF (millions of US dollars),S,,"329,739",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2021,Imports CIF (millions of US dollars),S,,"426,060",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,1995,Exports FOB (millions of US dollars),S,,"89,616",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2005,Exports FOB (millions of US dollars),S,,"192,798",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2010,Exports FOB (millions of US dollars),S,,"246,265",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2015,Exports FOB (millions of US dollars),S,,"276,959",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2019,Exports FOB (millions of US dollars),S,,"337,215",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2020,Exports FOB (millions of US dollars),S,,"312,081",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2021,Exports FOB (millions of US dollars),S,,"391,559",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,1995,Balance imports/exports (millions of US dollars),S,,"-23,783",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2005,Balance imports/exports (millions of US dollars),S,,"-96,812",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2010,Balance imports/exports (millions of US dollars),S,,"-69,282",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2015,Balance imports/exports (millions of US dollars),S,,"-27,750",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2019,Balance imports/exports (millions of US dollars),S,,"-38,270",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2020,Balance imports/exports (millions of US dollars),S,,"-17,658",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
724,Spain,2021,Balance imports/exports (millions of US dollars),S,,"-34,501",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,1995,Imports CIF (millions of US dollars),G,,"4,756",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2005,Imports CIF (millions of US dollars),G,,"8,307",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2010,Imports CIF (millions of US dollars),G,,"12,354",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2015,Imports CIF (millions of US dollars),G,,"18,967",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2019,Imports CIF (millions of US dollars),G,,"19,474",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2020,Imports CIF (millions of US dollars),G,,"15,607",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2021,Imports CIF (millions of US dollars),G,,"21,502",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,1995,Exports FOB (millions of US dollars),G,,"3,790",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2005,Exports FOB (millions of US dollars),G,,"6,160",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2010,Exports FOB (millions of US dollars),G,,"8,304",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2015,Exports FOB (millions of US dollars),G,,"10,440",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2019,Exports FOB (millions of US dollars),G,,"11,974",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2020,Exports FOB (millions of US dollars),G,,"10,707",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2021,Exports FOB (millions of US dollars),G,,"13,331",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,1995,Balance imports/exports (millions of US dollars),G,,-966,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2005,Balance imports/exports (millions of US dollars),G,,"-2,147",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2010,Balance imports/exports (millions of US dollars),G,,"-4,050",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2015,Balance imports/exports (millions of US dollars),G,,"-8,528",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2019,Balance imports/exports (millions of US dollars),G,,"-7,500",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
144,Sri Lanka,2020,Balance imports/exports (millions of US dollars),G,,"-4,900",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
