total_imports_exports_and_balance_trade,year,trade_type,value_million_usd,country_code
Dem. People's Rep. Korea,2015-01-01,balance_import_export,-1617,PRK
Dem. People's Rep. Korea,2019-01-01,balance_import_export,-2523,PRK
Dem. People's Rep. Korea,2020-01-01,balance_import_export,-404,PRK
Dem. People's Rep. Korea,2021-01-01,balance_import_export,-62,PRK
Dem. Rep. of the Congo,1995-01-01,imports,869,COD
Dem. Rep. of the Congo,2005-01-01,imports,2268,COD
Dem. Rep. of the Congo,2010-01-01,imports,4500,COD
Dem. Rep. of the Congo,2015-01-01,imports,6200,COD
Dem. Rep. of the Congo,2019-01-01,imports,8825,COD
Dem. Rep. of the Congo,2020-01-01,imports,6663,COD
Dem. Rep. of the Congo,2021-01-01,imports,9697,COD
Dem. Rep. of the Congo,1995-01-01,exports,1562,COD
Dem. Rep. of the Congo,2005-01-01,exports,2190,COD
Dem. Rep. of the Congo,2010-01-01,exports,5300,COD
Dem. Rep. of the Congo,2015-01-01,exports,5800,COD
Dem. Rep. of the Congo,2019-01-01,exports,13382,COD
Dem. Rep. of the Congo,2020-01-01,exports,14122,COD
Dem. Rep. of the Congo,2021-01-01,exports,29245,COD
Dem. Rep. of the Congo,1995-01-01,balance_import_export,693,COD
Dem. Rep. of the Congo,2005-01-01,balance_import_export,-78,COD
Dem. Rep. of the Congo,2010-01-01,balance_import_export,800,COD
Dem. Rep. of the Congo,2015-01-01,balance_import_export,-400,COD
Dem. Rep. of the Congo,2019-01-01,balance_import_export,4557,COD
Dem. Rep. of the Congo,2020-01-01,balance_import_export,7459,COD
Dem. Rep. of the Congo,2021-01-01,balance_import_export,19548,COD
Denmark,1995-01-01,imports,43142,DNK
Denmark,2005-01-01,imports,72716,DNK
Denmark,2010-01-01,imports,82724,DNK
Denmark,2015-01-01,imports,85327,DNK
Denmark,2019-01-01,imports,97472,DNK
Denmark,2020-01-01,imports,96872,DNK
Denmark,2021-01-01,imports,121628,DNK
Denmark,1995-01-01,exports,48789,DNK
Denmark,2005-01-01,exports,82278,DNK
Denmark,2010-01-01,exports,96217,DNK
Denmark,2015-01-01,exports,94619,DNK
Denmark,2019-01-01,exports,110230,DNK
Denmark,2020-01-01,exports,107223,DNK
Denmark,2021-01-01,exports,125200,DNK
Denmark,1995-01-01,balance_import_export,5648,DNK
Denmark,2005-01-01,balance_import_export,9562,DNK
Denmark,2010-01-01,balance_import_export,13492,DNK
Denmark,2015-01-01,balance_import_export,9291,DNK
Denmark,2019-01-01,balance_import_export,12758,DNK
Denmark,2020-01-01,balance_import_export,10352,DNK
Denmark,2021-01-01,balance_import_export,3572,DNK
Djibouti,1995-01-01,imports,176,DJI
Djibouti,2005-01-01,imports,277,DJI
Djibouti,2010-01-01,imports,603,DJI
Djibouti,2015-01-01,imports,890,DJI
Djibouti,2019-01-01,imports,1311,DJI
Djibouti,2020-01-01,imports,1315,DJI
Djibouti,2021-01-01,imports,1591,DJI
Djibouti,1995-01-01,exports,13,DJI
Djibouti,2005-01-01,exports,39,DJI
Djibouti,2010-01-01,exports,470,DJI
Djibouti,2015-01-01,exports,132,DJI
Djibouti,2019-01-01,exports,318,DJI
Djibouti,2020-01-01,exports,348,DJI
Djibouti,2021-01-01,exports,381,DJI
Djibouti,1995-01-01,balance_import_export,-163,DJI
Djibouti,2005-01-01,balance_import_export,-238,DJI
Djibouti,2010-01-01,balance_import_export,-133,DJI
Djibouti,2015-01-01,balance_import_export,-758,DJI
Djibouti,2019-01-01,balance_import_export,-994,DJI
Djibouti,2020-01-01,balance_import_export,-967,DJI
Djibouti,2021-01-01,balance_import_export,-1209,DJI
Dominica,1995-01-01,imports,117,DMA
Dominica,2005-01-01,imports,165,DMA
Dominica,2010-01-01,imports,225,DMA
Dominica,2015-01-01,imports,214,DMA
Dominica,2019-01-01,imports,608,DMA
Dominica,2020-01-01,imports,272,DMA
Dominica,2021-01-01,imports,865,DMA
Dominica,1995-01-01,exports,45,DMA
Dominica,2005-01-01,exports,42,DMA
Dominica,2010-01-01,exports,34,DMA
Dominica,2015-01-01,exports,30,DMA
Dominica,2019-01-01,exports,41,DMA
Dominica,2020-01-01,exports,33,DMA
Dominica,2021-01-01,exports,29,DMA
Dominica,1995-01-01,balance_import_export,-72,DMA
Dominica,2005-01-01,balance_import_export,-124,DMA
Dominica,2010-01-01,balance_import_export,-190,DMA
Dominica,2015-01-01,balance_import_export,-184,DMA
Dominica,2019-01-01,balance_import_export,-567,DMA
Dominica,2020-01-01,balance_import_export,-239,DMA
Dominica,2021-01-01,balance_import_export,-835,DMA
Dominican Republic,1995-01-01,imports,3155,DOM
Dominican Republic,2005-01-01,imports,6804,DOM
Dominican Republic,2010-01-01,imports,15138,DOM
Dominican Republic,2015-01-01,imports,17348,DOM
Dominican Republic,2019-01-01,imports,21983,DOM
Dominican Republic,2020-01-01,imports,18508,DOM
Dominican Republic,2021-01-01,imports,26875,DOM
Dominican Republic,1995-01-01,exports,872,DOM
Dominican Republic,2005-01-01,exports,6183,DOM
Dominican Republic,2010-01-01,exports,4767,DOM
Dominican Republic,2015-01-01,exports,8384,DOM
Dominican Republic,2019-01-01,exports,11287,DOM
Dominican Republic,2020-01-01,exports,9845,DOM
Dominican Republic,2021-01-01,exports,11725,DOM
Dominican Republic,1995-01-01,balance_import_export,-2283,DOM
Dominican Republic,2005-01-01,balance_import_export,-621,DOM
Dominican Republic,2010-01-01,balance_import_export,-10371,DOM
Dominican Republic,2015-01-01,balance_import_export,-8964,DOM
Dominican Republic,2019-01-01,balance_import_export,-10696,DOM
Dominican Republic,2020-01-01,balance_import_export,-8663,DOM
Dominican Republic,2021-01-01,balance_import_export,-15150,DOM
Ecuador,1995-01-01,imports,4195,ECU
Ecuador,2005-01-01,imports,9609,ECU
Ecuador,2010-01-01,imports,20591,ECU
Ecuador,2015-01-01,imports,21387,ECU
Ecuador,2019-01-01,imports,22564,ECU
Ecuador,2020-01-01,imports,17918,ECU
Ecuador,2021-01-01,imports,25687,ECU
Ecuador,1995-01-01,exports,4361,ECU
Ecuador,2005-01-01,exports,9869,ECU
Ecuador,2010-01-01,exports,17490,ECU
Ecuador,2015-01-01,exports,18331,ECU
Ecuador,2019-01-01,exports,22329,ECU
Ecuador,2020-01-01,exports,20355,ECU
Ecuador,2021-01-01,exports,26699,ECU
Ecuador,1995-01-01,balance_import_export,166,ECU
Ecuador,2005-01-01,balance_import_export,261,ECU
Ecuador,2010-01-01,balance_import_export,-3101,ECU
Ecuador,2015-01-01,balance_import_export,-3057,ECU
Ecuador,2019-01-01,balance_import_export,-235,ECU
Ecuador,2020-01-01,balance_import_export,2437,ECU
Ecuador,2021-01-01,balance_import_export,1012,ECU
Egypt,1995-01-01,imports,11739,EGY
Egypt,2005-01-01,imports,19812,EGY
Egypt,2010-01-01,imports,53003,EGY
Egypt,2015-01-01,imports,73975,EGY
Egypt,2019-01-01,imports,78658,EGY
Egypt,2020-01-01,imports,60280,EGY
Egypt,2021-01-01,imports,73781,EGY
Egypt,1995-01-01,exports,3444,EGY
Egypt,2005-01-01,exports,10646,EGY
Egypt,2010-01-01,exports,26332,EGY
Egypt,2015-01-01,exports,21852,EGY
Egypt,2019-01-01,exports,30633,EGY
Egypt,2020-01-01,exports,26815,EGY
Egypt,2021-01-01,exports,40702,EGY
Egypt,1995-01-01,balance_import_export,-8295,EGY
Egypt,2005-01-01,balance_import_export,-9166,EGY
Egypt,2010-01-01,balance_import_export,-26672,EGY
Egypt,2015-01-01,balance_import_export,-52123,EGY
Egypt,2019-01-01,balance_import_export,-48025,EGY
Egypt,2020-01-01,balance_import_export,-33464,EGY
Egypt,2021-01-01,balance_import_export,-33080,EGY
El Salvador,1995-01-01,imports,2628,SLV
El Salvador,2005-01-01,imports,6809,SLV
El Salvador,2010-01-01,imports,8416,SLV
El Salvador,2015-01-01,imports,10293,SLV
El Salvador,2019-01-01,imports,11602,SLV
El Salvador,2020-01-01,imports,10248,SLV
El Salvador,2021-01-01,imports,15076,SLV
El Salvador,1995-01-01,exports,985,SLV
El Salvador,2005-01-01,exports,3436,SLV
El Salvador,2010-01-01,exports,4499,SLV
El Salvador,2015-01-01,exports,5509,SLV
El Salvador,2019-01-01,exports,5905,SLV
El Salvador,2020-01-01,exports,5028,SLV
El Salvador,2021-01-01,exports,6629,SLV
El Salvador,1995-01-01,balance_import_export,-1642,SLV
El Salvador,2005-01-01,balance_import_export,-3373,SLV
El Salvador,2010-01-01,balance_import_export,-3917,SLV
El Salvador,2015-01-01,balance_import_export,-4784,SLV
El Salvador,2019-01-01,balance_import_export,-5697,SLV
El Salvador,2020-01-01,balance_import_export,-5220,SLV
El Salvador,2021-01-01,balance_import_export,-8447,SLV
Equatorial Guinea,1995-01-01,imports,50,GNQ
Equatorial Guinea,2005-01-01,imports,1309,GNQ
Equatorial Guinea,2010-01-01,imports,5679,GNQ
Equatorial Guinea,2015-01-01,imports,6010,GNQ
Equatorial Guinea,2019-01-01,imports,1028,GNQ
Equatorial Guinea,2020-01-01,imports,891,GNQ
Equatorial Guinea,2021-01-01,imports,820,GNQ
Equatorial Guinea,1995-01-01,exports,86,GNQ
Equatorial Guinea,2005-01-01,exports,7062,GNQ
Equatorial Guinea,2010-01-01,exports,9964,GNQ
Equatorial Guinea,2015-01-01,exports,9570,GNQ
Equatorial Guinea,2019-01-01,exports,4703,GNQ
Equatorial Guinea,2020-01-01,exports,2830,GNQ
Equatorial Guinea,2021-01-01,exports,4423,GNQ
Equatorial Guinea,1995-01-01,balance_import_export,36,GNQ
Equatorial Guinea,2005-01-01,balance_import_export,5753,GNQ
Equatorial Guinea,2010-01-01,balance_import_export,4285,GNQ
Equatorial Guinea,2015-01-01,balance_import_export,3560,GNQ
Equatorial Guinea,2019-01-01,balance_import_export,3674,GNQ
Equatorial Guinea,2020-01-01,balance_import_export,1939,GNQ
Equatorial Guinea,2021-01-01,balance_import_export,3603,GNQ
Eritrea,1995-01-01,imports,432,ERI
Eritrea,2005-01-01,imports,503,ERI
Eritrea,2010-01-01,imports,1187,ERI
Eritrea,2015-01-01,imports,2801,ERI
Eritrea,2019-01-01,imports,319,ERI
Eritrea,2020-01-01,imports,364,ERI
Eritrea,2021-01-01,imports,357,ERI
Eritrea,1995-01-01,exports,73,ERI
Eritrea,2005-01-01,exports,11,ERI
Eritrea,2010-01-01,exports,13,ERI
Eritrea,2015-01-01,exports,15,ERI
Eritrea,2019-01-01,exports,332,ERI
Eritrea,2020-01-01,exports,1286,ERI
Eritrea,2021-01-01,exports,489,ERI
Eritrea,1995-01-01,balance_import_export,-359,ERI
Eritrea,2005-01-01,balance_import_export,-493,ERI
Eritrea,2010-01-01,balance_import_export,-1175,ERI
Eritrea,2015-01-01,balance_import_export,-2786,ERI
Eritrea,2019-01-01,balance_import_export,13,ERI
Eritrea,2020-01-01,balance_import_export,922,ERI
Eritrea,2021-01-01,balance_import_export,132,ERI
Estonia,1995-01-01,imports,2546,EST
Estonia,2005-01-01,imports,11018,EST
Estonia,2010-01-01,imports,13197,EST
Estonia,2015-01-01,imports,15732,EST
Estonia,2019-01-01,imports,18669,EST
Estonia,2020-01-01,imports,17783,EST
Estonia,2021-01-01,imports,24161,EST
Estonia,1995-01-01,exports,1840,EST
Estonia,2005-01-01,exports,8247,EST
Estonia,2010-01-01,exports,12811,EST
Estonia,2015-01-01,exports,13908,EST
Estonia,2019-01-01,exports,16807,EST
Estonia,2020-01-01,exports,16922,EST
Estonia,2021-01-01,exports,22280,EST
Estonia,1995-01-01,balance_import_export,-706,EST
Estonia,2005-01-01,balance_import_export,-2770,EST
Estonia,2010-01-01,balance_import_export,-385,EST
Estonia,2015-01-01,balance_import_export,-1824,EST
Estonia,2019-01-01,balance_import_export,-1862,EST
Estonia,2020-01-01,balance_import_export,-860,EST
Estonia,2021-01-01,balance_import_export,-1881,EST
Eswatini,2005-01-01,imports,1656,SWZ
Eswatini,2010-01-01,imports,1710,SWZ
Eswatini,2015-01-01,imports,1508,SWZ
Eswatini,2019-01-01,imports,1832,SWZ
Eswatini,2020-01-01,imports,1605,SWZ
Eswatini,2021-01-01,imports,2029,SWZ
Eswatini,2005-01-01,exports,1278,SWZ
Eswatini,2010-01-01,exports,1557,SWZ
Eswatini,2015-01-01,exports,1820,SWZ
Eswatini,2019-01-01,exports,2002,SWZ
Eswatini,2020-01-01,exports,1752,SWZ
Eswatini,2021-01-01,exports,3282,SWZ
Eswatini,2005-01-01,balance_import_export,-378,SWZ
Eswatini,2010-01-01,balance_import_export,-153,SWZ
Eswatini,2015-01-01,balance_import_export,312,SWZ
Eswatini,2019-01-01,balance_import_export,169,SWZ
Eswatini,2020-01-01,balance_import_export,147,SWZ
Eswatini,2021-01-01,balance_import_export,1253,SWZ
Ethiopia,1995-01-01,imports,1141,ETH
Ethiopia,2005-01-01,imports,4095,ETH
Ethiopia,2010-01-01,imports,8602,ETH
Ethiopia,2015-01-01,imports,17686,ETH
Ethiopia,2019-01-01,imports,15533,ETH
Ethiopia,2020-01-01,imports,14090,ETH
Ethiopia,2021-01-01,imports,7373,ETH
Ethiopia,1995-01-01,exports,422,ETH
Ethiopia,2005-01-01,exports,926,ETH
Ethiopia,2010-01-01,exports,2330,ETH
Ethiopia,2015-01-01,exports,2024,ETH
Ethiopia,2019-01-01,exports,2684,ETH
Ethiopia,2020-01-01,exports,2533,ETH
Ethiopia,2021-01-01,exports,1835,ETH
Ethiopia,1995-01-01,balance_import_export,-719,ETH
Ethiopia,2005-01-01,balance_import_export,-3169,ETH
Ethiopia,2010-01-01,balance_import_export,-6272,ETH
Ethiopia,2015-01-01,balance_import_export,-15662,ETH
Ethiopia,2019-01-01,balance_import_export,-12850,ETH
Ethiopia,2020-01-01,balance_import_export,-11557,ETH
Ethiopia,2021-01-01,balance_import_export,-5538,ETH
Falkland Islands (Malvinas),1995-01-01,imports,27,FLK
Falkland Islands (Malvinas),2005-01-01,imports,8,FLK
Falkland Islands (Malvinas),2010-01-01,imports,50,FLK
Falkland Islands (Malvinas),2015-01-01,imports,21,FLK
Falkland Islands (Malvinas),2019-01-01,imports,101,FLK
Falkland Islands (Malvinas),2020-01-01,imports,121,FLK
Falkland Islands (Malvinas),2021-01-01,imports,151,FLK
Falkland Islands (Malvinas),1995-01-01,exports,4,FLK
Falkland Islands (Malvinas),2005-01-01,exports,11,FLK
Falkland Islands (Malvinas),2010-01-01,exports,9,FLK
Falkland Islands (Malvinas),2015-01-01,exports,4,FLK
Falkland Islands (Malvinas),2019-01-01,exports,298,FLK
Falkland Islands (Malvinas),2020-01-01,exports,383,FLK
Falkland Islands (Malvinas),2021-01-01,exports,300,FLK
Falkland Islands (Malvinas),1995-01-01,balance_import_export,-23,FLK
Falkland Islands (Malvinas),2005-01-01,balance_import_export,2,FLK
Falkland Islands (Malvinas),2010-01-01,balance_import_export,-41,FLK
Falkland Islands (Malvinas),2015-01-01,balance_import_export,-17,FLK
Falkland Islands (Malvinas),2019-01-01,balance_import_export,196,FLK
Falkland Islands (Malvinas),2020-01-01,balance_import_export,262,FLK
Falkland Islands (Malvinas),2021-01-01,balance_import_export,149,FLK
Faroe Islands,1995-01-01,imports,314,
Faroe Islands,2005-01-01,imports,747,
Faroe Islands,2010-01-01,imports,780,
Faroe Islands,2015-01-01,imports,911,
Faroe Islands,2019-01-01,imports,1387,
Faroe Islands,2020-01-01,imports,1396,
Faroe Islands,2021-01-01,imports,1519,
Faroe Islands,1995-01-01,exports,362,
Faroe Islands,2005-01-01,exports,602,
Faroe Islands,2010-01-01,exports,839,
Faroe Islands,2015-01-01,exports,1024,
Faroe Islands,2019-01-01,exports,1673,
Faroe Islands,2020-01-01,exports,1387,
Faroe Islands,2021-01-01,exports,1685,
Faroe Islands,1995-01-01,balance_import_export,48,
Faroe Islands,2005-01-01,balance_import_export,-145,
Faroe Islands,2010-01-01,balance_import_export,59,
Faroe Islands,2015-01-01,balance_import_export,113,
Faroe Islands,2019-01-01,balance_import_export,286,
Faroe Islands,2020-01-01,balance_import_export,-9,
Faroe Islands,2021-01-01,balance_import_export,166,
Fiji,1995-01-01,imports,891,FJI
Fiji,2005-01-01,imports,1607,FJI
Fiji,2010-01-01,imports,1808,FJI
Fiji,2015-01-01,imports,2081,FJI
Fiji,2019-01-01,imports,2781,FJI
Fiji,2020-01-01,imports,1731,FJI
Fiji,2021-01-01,imports,2116,FJI
Fiji,1995-01-01,exports,619,FJI
Fiji,2005-01-01,exports,702,FJI
Fiji,2010-01-01,exports,841,FJI
Fiji,2015-01-01,exports,895,FJI
Fiji,2019-01-01,exports,965,FJI
Fiji,2020-01-01,exports,826,FJI
Fiji,2021-01-01,exports,815,FJI
Fiji,1995-01-01,balance_import_export,-273,FJI
Fiji,2005-01-01,balance_import_export,-906,FJI
Fiji,2010-01-01,balance_import_export,-967,FJI
Fiji,2015-01-01,balance_import_export,-1186,FJI
Fiji,2019-01-01,balance_import_export,-1816,FJI
Fiji,2020-01-01,balance_import_export,-904,FJI
Fiji,2021-01-01,balance_import_export,-1300,FJI
Finland,1995-01-01,imports,29520,FIN
Finland,2005-01-01,imports,58473,FIN
Finland,2010-01-01,imports,68767,FIN
Finland,2015-01-01,imports,60174,FIN
Finland,2019-01-01,imports,73720,FIN
Finland,2020-01-01,imports,68267,FIN
Finland,2021-01-01,imports,85993,FIN
Finland,1995-01-01,exports,40409,FIN
Finland,2005-01-01,exports,65238,FIN
Finland,2010-01-01,exports,70117,FIN
Finland,2015-01-01,exports,59682,FIN
Finland,2019-01-01,exports,72839,FIN
Finland,2020-01-01,exports,65607,FIN
Finland,2021-01-01,exports,81327,FIN
Finland,1995-01-01,balance_import_export,10889,FIN
Finland,2005-01-01,balance_import_export,6766,FIN
Finland,2010-01-01,balance_import_export,1349,FIN
Finland,2015-01-01,balance_import_export,-492,FIN
Finland,2019-01-01,balance_import_export,-881,FIN
Finland,2020-01-01,balance_import_export,-2660,FIN
Finland,2021-01-01,balance_import_export,-4666,FIN
France,1995-01-01,imports,273387,FRA
France,2005-01-01,imports,475857,FRA
France,2010-01-01,imports,599172,FRA
France,2015-01-01,imports,563398,FRA
France,2019-01-01,imports,643208,FRA
France,2020-01-01,imports,582775,FRA
France,2021-01-01,imports,714842,FRA
France,1995-01-01,exports,277079,FRA
France,2005-01-01,exports,434354,FRA
France,2010-01-01,exports,511651,FRA
France,2015-01-01,exports,493941,FRA
France,2019-01-01,exports,556364,FRA
France,2020-01-01,exports,488562,FRA
France,2021-01-01,exports,585148,FRA
France,1995-01-01,balance_import_export,3692,FRA
France,2005-01-01,balance_import_export,-41503,FRA
France,2010-01-01,balance_import_export,-87520,FRA
France,2015-01-01,balance_import_export,-69457,FRA
France,2019-01-01,balance_import_export,-86844,FRA
France,2020-01-01,balance_import_export,-94213,FRA
France,2021-01-01,balance_import_export,-129694,FRA
French Guiana,1995-01-01,imports,783,GUF
French Guiana,1995-01-01,exports,158,GUF
French Guiana,1995-01-01,balance_import_export,-625,GUF
French Polynesia,1995-01-01,imports,848,PYF
French Polynesia,2005-01-01,imports,1702,PYF
French Polynesia,2010-01-01,imports,1726,PYF
French Polynesia,2015-01-01,imports,1527,PYF
French Polynesia,2019-01-01,imports,2119,PYF
French Polynesia,2020-01-01,imports,1714,PYF
French Polynesia,2021-01-01,imports,2092,PYF
French Polynesia,1995-01-01,exports,173,PYF
French Polynesia,2005-01-01,exports,210,PYF
French Polynesia,2010-01-01,exports,153,PYF
French Polynesia,2015-01-01,exports,130,PYF
French Polynesia,2019-01-01,exports,142,PYF
French Polynesia,2020-01-01,exports,81,PYF
French Polynesia,2021-01-01,exports,157,PYF
French Polynesia,1995-01-01,balance_import_export,-675,PYF
French Polynesia,2005-01-01,balance_import_export,-1491,PYF
French Polynesia,2010-01-01,balance_import_export,-1573,PYF
French Polynesia,2015-01-01,balance_import_export,-1397,PYF
French Polynesia,2019-01-01,balance_import_export,-1977,PYF
French Polynesia,2020-01-01,balance_import_export,-1634,PYF
French Polynesia,2021-01-01,balance_import_export,-1936,PYF
Gabon,1995-01-01,imports,884,GAB
Gabon,2005-01-01,imports,1451,GAB
Gabon,2010-01-01,imports,2969,GAB
Gabon,2015-01-01,imports,2938,GAB
Gabon,2019-01-01,imports,2410,GAB
Gabon,2020-01-01,imports,2255,GAB
Gabon,2021-01-01,imports,2306,GAB
Gabon,1995-01-01,exports,2718,GAB
Gabon,2005-01-01,exports,5068,GAB
Gabon,2010-01-01,exports,8539,GAB
Gabon,2015-01-01,exports,5677,GAB
Gabon,2019-01-01,exports,5610,GAB
Gabon,2020-01-01,exports,4020,GAB
Gabon,2021-01-01,exports,5237,GAB
Gabon,1995-01-01,balance_import_export,1834,GAB
Gabon,2005-01-01,balance_import_export,3617,GAB
Gabon,2010-01-01,balance_import_export,5570,GAB
Gabon,2015-01-01,balance_import_export,2739,GAB
Gabon,2019-01-01,balance_import_export,3200,GAB
Gabon,2020-01-01,balance_import_export,1765,GAB
Gabon,2021-01-01,balance_import_export,2931,GAB
Gambia,1995-01-01,imports,215,GMB
Gambia,2005-01-01,imports,260,GMB
Gambia,2010-01-01,imports,284,GMB
Gambia,2015-01-01,imports,391,GMB
Gambia,2019-01-01,imports,494,GMB
Gambia,2020-01-01,imports,553,GMB
Gambia,2021-01-01,imports,672,GMB
Gambia,1995-01-01,exports,19,GMB
Gambia,2005-01-01,exports,7,GMB
Gambia,2010-01-01,exports,68,GMB
Gambia,2015-01-01,exports,83,GMB
Gambia,2019-01-01,exports,25,GMB
Gambia,2020-01-01,exports,26,GMB
Gambia,2021-01-01,exports,29,GMB
Gambia,1995-01-01,balance_import_export,-196,GMB
Gambia,2005-01-01,balance_import_export,-252,GMB
Gambia,2010-01-01,balance_import_export,-215,GMB
Gambia,2015-01-01,balance_import_export,-308,GMB
Gambia,2019-01-01,balance_import_export,-469,GMB
Gambia,2020-01-01,balance_import_export,-527,GMB
Gambia,2021-01-01,balance_import_export,-643,GMB
Georgia,1995-01-01,imports,396,GEO
Georgia,2005-01-01,imports,2490,GEO
Georgia,2010-01-01,imports,5236,GEO
Georgia,2015-01-01,imports,7281,GEO
Georgia,2019-01-01,imports,9519,GEO
Georgia,2020-01-01,imports,8053,GEO
Georgia,2021-01-01,imports,10105,GEO
Georgia,1995-01-01,exports,152,GEO
Georgia,2005-01-01,exports,865,GEO
